,host_id,num_host_listings
1283,10658651,1
1284,10659328,1
1285,10665614,1
1286,10687245,1
1287,10702426,3
1288,10729139,2
1289,10733923,1
1290,10738545,1
1291,10763950,1
1292,10779629,2
1293,10781267,3
1294,10786516,1
1295,10812097,1
1296,10812915,1
1297,10823002,1
1298,10824332,1
1299,10829405,3
1300,10837770,5
1301,10856021,1
1302,10870351,1
1303,10875241,1
1304,10890931,2
1305,10895215,1
1306,10920189,1
1307,10937460,3
1308,10942031,1
1309,10951264,1
1310,11000577,1
1311,11007349,4
1312,11018646,1
1313,11049693,1
1314,11065873,1
1315,11073568,1
1316,11080143,1
1317,11080147,1
1318,11097478,1
1319,11104792,1
1320,11129035,1
1321,11149708,1
1322,11166242,1
1323,11187930,1
1324,11193142,2
1325,11195379,1
1326,11206419,3
1327,11213120,2
1328,11213859,1
1329,11254773,1
1330,11265376,1
1331,11271595,1
1332,11272197,3
1333,11274617,1
1334,11282701,1
1335,11304297,2
1336,11310825,1
1337,11314623,2
1338,11316942,1
1339,11333565,2
1340,11346500,1
1341,11353626,1
1342,11364083,1
1343,11369496,5
1344,11369714,1
1345,11376918,2
1346,11378595,3
1347,11398624,1
1348,11405373,1
1349,11417260,1
1350,11421538,1
1351,11425657,3
1352,11428274,3
1353,11448427,1
1354,11458270,1
1355,11481260,19
1356,11495366,1
1357,11496135,2
1358,11497011,1
1359,11527071,1
1360,11529876,4
1361,11532572,1
1362,11552352,1
1363,11575252,1
1364,11583792,1
1365,11626067,1
1366,11633361,1
1367,11638751,2
1368,11678214,1
1369,11693029,2
1370,11733378,2
1371,11735580,3
1372,11746204,2
1373,11763720,7
1374,11764421,3
1375,11774827,1
1376,11795497,1
1377,11799045,1
1378,11822619,13
1379,11823427,2
1380,11849814,1
1381,11883941,7
1382,11888197,14
1383,11889650,4
1384,11916207,1
1385,11922191,1
1386,11946617,1
1387,11965092,1
1388,11972416,1
1389,11976076,1
1390,11981371,9
1391,11984250,1
1392,11997391,2
1393,11999479,1
1394,12001689,1
1395,12008251,2
1396,12014524,1
1397,12027472,1
1398,12042216,8
1399,12051144,4
1400,12057949,31
1401,12115521,3
1402,12153097,1
1403,12192725,1
1404,12193595,1
1405,12197232,1
1406,12202027,3
1407,12222660,1
1408,12222754,1
1409,12298134,6
1410,12305876,5
1411,12332774,1
1412,12398494,2
1413,12422209,1
1414,12422528,4
1415,12423663,1
1416,12427183,1
1417,12434661,1
1418,12435619,1
1419,12485875,2
1420,12503950,2
1421,12504455,2
1422,12505455,3
1423,12518090,2
1424,12529272,1
1425,12542845,1
1426,12548147,1
1427,12551077,3
1428,12556052,1
1429,12568111,3
1430,12589951,1
1431,12591637,12
1432,12610471,1
1433,12616338,1
1434,12620669,1
1435,12625475,5
1436,12646377,2
1437,12661040,2
1438,12712494,5
1439,12720360,2
1440,12747165,1
1441,12776706,1
1442,12845178,7
1443,12902911,4
1444,12935418,3
1445,12958112,1
1446,12967425,2
1447,12970104,1
1448,12973023,1
1449,12993554,1
1450,13005687,3
1451,13031980,8
1452,13033221,3
1453,13039811,31
1454,13040617,1
1455,13079179,1
1456,13114582,1
1457,13161520,1
1458,13167132,7
1459,13207681,2
1460,13248873,1
1461,13268454,1
1462,13274279,2
1463,13297256,1
1464,13342746,1
1465,13345742,3
1466,13379581,1
1467,13386607,1
1468,13392090,1
1469,13394407,4
1470,13411339,3
1471,13412580,1
1472,13414818,1
1473,13421887,11
1474,13422683,1
1475,13423184,2
1476,13428870,2
1477,13442461,1
1478,13468379,1
1479,13508451,3
1480,13522378,3
1481,13540332,1
1482,13542744,2
1483,13558268,1
1484,13585057,1
1485,13606176,2
1486,13607476,1
1487,13607592,1
1488,13608390,3
1489,13621927,1
1490,13640337,29
1491,13641378,1
1492,13655858,3
1493,13662112,1
1494,13684559,1
1495,13732844,1
1496,13743341,1
1497,13778160,1
1498,13784525,1
1499,13786105,1
1500,13787763,3
1501,13788769,1
1502,13792857,2
1503,13795157,1
1504,13830413,1
1505,13837004,1
1506,13868503,1
1507,13869528,1
1508,13869655,1
1509,13871533,1
1510,13880880,2
1511,13891738,1
1512,13903194,1
1513,13932939,1
1514,13935366,2
1515,13967513,1
1516,13972360,1
1517,13998553,1
1518,14015641,1
1519,14024190,4
1520,14035269,1
1521,14053724,1
1522,14063400,1
1523,14066122,4
1524,14068704,3
1525,14085468,1
1526,14099565,2
1527,14100894,2
1528,14103914,1
1529,14136908,1
1530,14142773,1
1531,14143158,179
1532,14175116,1
1533,14208568,1
1534,14208711,6
1535,14238778,1
1536,14256080,1
1537,14294325,1
1538,14297839,1
1539,14302006,1
1540,14302583,1
1541,14312887,1
1542,14318498,1
1543,14323339,1
1544,14323985,1
1545,14324435,1
1546,14341355,1
1547,14369208,1
1548,14372381,1
1549,14380926,1
1550,14385428,1
1551,14388573,1
1552,14391310,4
1553,14413970,1
1554,14422665,2
1555,14443240,1
1556,14457574,1
1557,14473196,1
1558,14489559,1
1559,14507190,1
1560,14515566,1
1561,14535754,1
1562,14550934,1
1563,14601919,1
1564,14609551,1
1565,14613017,6
1566,14615439,1
1567,14615639,1
1568,14618533,6
1569,14692559,1
1570,14696198,1
1571,14748665,1
1572,14755921,1
1573,14788820,1
1574,14791704,2
1575,14807311,1
1576,14808391,1
1577,14810028,4
1578,14811327,1
1579,14811481,3
1580,14813508,6
1581,14816866,1
1582,14832084,1
1583,14841590,1
1584,14866483,2
1585,14897282,2
1586,14898273,11
1587,14900725,4
1588,14900813,1
1589,14904473,1
1590,14911259,1
1591,14936746,6
1592,14972787,1
1593,15030553,1
1594,15094793,1
1595,15101308,4
1596,15103551,1
1597,15108320,1
1598,15109606,1
1599,15113363,1
1600,15136836,2
1601,15138084,1
1602,15139134,1
1603,15142822,1
1604,15152796,1
1605,15159742,1
1606,15180140,1
1607,15234450,1
1608,15234735,2
1609,15237359,4
1610,15240910,1
1611,15274083,7
1612,15286451,1
1613,15318542,1
1614,15327284,1
1615,15381605,2
1616,15386519,1
1617,15399797,5
1618,15421143,1
1619,15435227,1
1620,15472276,2
1621,15493928,3
1622,15499599,1
1623,15523684,3
1624,15533236,1
1625,15534537,2
1626,15537958,1
1627,15539974,1
1628,15542517,1
1629,15584736,1
1630,15592699,1
1631,15621321,1
1632,15621501,1
1633,15623439,1
1634,15652222,17
1635,15654757,1
1636,15656282,1
1637,15674219,1
1638,15678623,2
1639,15737548,2
1640,15739231,1
1641,15740176,1
1642,15747050,6
1643,15820446,243
1644,15832821,1
1645,15842584,1
1646,15871229,1
1647,15873995,4
1648,15874207,5
1649,15903253,1
1650,15903646,1
1651,15938475,1
1652,15956073,1
1653,15960110,1
1654,15978055,1
1655,16015488,1
1656,16019536,3
1657,16019800,1
1658,16023728,1
1659,16023926,2
1660,16040718,2
1661,16042409,1
1662,16050067,1
1663,16066593,1
1664,16071636,1
1665,16174643,1
1666,16185464,1
1667,16189835,17
1668,16190778,1
1669,16191400,1
1670,16191642,1
1671,16233310,1
1672,16267364,1
1673,16280106,1
1674,16286074,6
1675,16302280,1
1676,16351247,1
1677,16355416,1
1678,16388756,2
1679,16405230,3
1680,16422023,1
1681,16433906,1
1682,16475005,2
1683,16479498,1
1684,16481546,1
1685,16501921,1
1686,16504696,1
1687,16510735,4
